"","X","Y","ANNO","Spawners","Recruits","salinity.minq3p","salinity.minq4p","salinity.minq1","salinity.minq2","salinity.minq3","salinity.maxq3p","salinity.maxq4p","salinity.maxq1","salinity.maxq2","salinity.maxq3","bat","dist","slope","temp.minq3p","temp.minq4p","temp.minq1","temp.minq2","temp.minq3","temp.maxq3p","temp.maxq4p","temp.maxq1","temp.maxq2","temp.maxq3","tot"
"94",634.3917354,4691.237713,2002,179.8002419,0,38.26947021,38.23370361,38.23492432,38.28751373,37.81295776,38.39729309,38.35343552,38.26561737,38.32376862,38.38214111,-392,27,19,22.15509987,16.84367752,13.87525654,15.50478268,23.62174034,25.87994576,18.75965881,14.4229393,23.51856995,25.36625862,179.8002419
"95",632.331554,4685.166624,2002,9.157509158,0,38.26852417,38.23291779,38.23449707,38.2882309,37.8185997,38.39699554,38.35393524,38.26522064,38.32521057,38.38492203,-535,30,14,21.87991714,17.38261032,13.81770897,15.35974693,23.5,25.99999809,18.49999809,14.31850243,23.62999916,25.12236595,9.157509158
"96",631.1629161,4685.933655,2002,0,0,38.26842499,38.23293304,38.2345047,38.28800964,37.81793976,38.39688873,38.3540802,38.26515961,38.32468414,38.38425446,-558,29,11,21.88041878,17.17606735,13.80762196,15.25067806,23.50000191,25.99999619,18.49999809,14.31713676,23.62788582,25.13409615,0
"97",614.5247019,4681.054907,2002,235.7313762,0,38.26712799,38.23316956,38.23467255,38.28522873,37.81248856,38.39564514,38.35781097,38.26432419,38.31755447,38.37594986,-348,9,11,22.13000298,16.77773094,13.56986046,15.48661041,23.36799049,26.12999916,18.62812996,14.14902782,23.75001526,25.14113808,235.7313762
"98",864.1253011,4549.127015,2002,279.9776018,0,38.29352188,38.24143982,38.24105835,38.3059845,38.05292511,38.41371155,38.39776611,38.28134155,38.40605927,38.48936462,-265,26,25,23.75388336,18.25,14.34434891,15.49998379,24.74920845,26.01524735,19.37263107,14.70907593,23.86429214,26,279.9776018
"99",578.1469581,4699.267893,2002,0,0,38.27030182,38.2401123,38.23878479,38.270504,37.75005341,38.39459991,38.36800385,38.26512909,38.29640198,38.32727814,-674,19,47,23.37440491,17.00604057,13.68400192,15.74093437,23.88003349,26.4975071,18.88000488,14.18545055,23.84851265,25.50048447,0
"100",580.6825333,4695.520873,2002,148.1264961,0,38.2701683,38.23941803,38.23840714,38.27214813,37.75910187,38.39500809,38.36824799,38.26504517,38.29648972,38.33277893,-543,21,56,23.25589943,17.23083115,13.74178314,15.64245987,23.76559639,26.38000488,18.75756073,14.22574997,23.8725071,25.51516151,148.1264961
"101",599.8237903,4677.754394,2002,143.1703646,20.45290922,38.2674942,38.23444366,38.23545837,38.28225708,37.80585861,38.39559174,38.36320496,38.26416779,38.30995941,38.3664093,-216,12,9,22.64649773,16.72967529,13.76097298,15.84963799,23.49513054,26.36252403,18.62178802,14.24359322,23.65470314,25.37285423,163.6232738
"102",600.6681428,4699.356323,2002,62.22078423,290.3636597,38.26868439,38.23665619,38.23660278,38.27742767,37.77526474,38.39445496,38.35980225,38.2646637,38.29996872,38.34998322,-152,13,4,22.63619423,17.13124657,13.66404152,15.97194481,23.73939896,26.25,18.87115097,14.24193192,24.09280968,25.74505043,352.5844439
"103",625.5254608,4701.458548,2002,232.0441989,0,38.26960754,38.2350769,38.23564529,38.283638,37.79497147,38.39614487,38.35383606,38.26550674,38.31489944,38.36936569,-339,26,11,22.73847198,17.22603798,13.89929008,15.62199974,23.63427925,25.75000381,18.63859558,14.39897156,23.50033569,25.36865044,232.0441989
"104",622.6404059,4673.083567,2002,0,0,38.26639557,38.23154449,38.23375702,38.28875732,37.82792664,38.39603424,38.3560257,38.26423645,38.32575989,38.38776398,-569,22,11,21.8913002,17.10170937,13.72736645,15.41349697,23.36997414,26.12999916,18.14284897,14.15446663,23.73745155,25.12400627,0
"105",621.9620712,4685.034152,2002,0,0,38.26776886,38.23327255,38.23468018,38.28592682,37.8117218,38.39602661,38.35574341,38.26473999,38.31964874,38.37792206,-543,17,8,21.99993706,17.49751282,13.6961956,15.37702084,23.25272942,26.00414276,18.75,14.26714802,23.75340271,25.46073151,0
"106",858.1518868,4544.880953,2002,167.9974702,0,38.29161072,38.23802185,38.23854446,38.30391693,38.0515976,38.4135437,38.39754486,38.27853394,38.40407562,38.4896698,-348,21,52,23.87995529,18.01244736,14.3456955,15.6280899,24.87817383,26.36670494,19.385149,14.7328825,24.0041008,26.00006866,167.9974702
"107",633.9954406,4678.766798,2002,0,0,38.26766205,38.2318573,38.23389816,38.28993607,37.82822037,38.39698792,38.35401154,38.26490021,38.32897186,38.39094162,-599,31,9,21.64284325,17.6083355,13.83927917,15.36713982,23.49953079,26.12999916,18.38392258,14.20419693,23.75465775,24.88893127,0
"108",621.4563947,4696.588391,2002,292.2385473,0,38.26890564,38.23472214,38.23547363,38.2835083,37.79698181,38.39582062,38.35490417,38.26517487,38.31439209,38.36933136,-380,19,13,22.35354614,17.22183418,13.790802,15.76543331,23.50615883,25.86211014,18.75224304,14.31167698,23.55549622,25.63003159,292.2385473
"109",612.5891617,4702.381809,2002,39.96802558,19.98401279,38.26889801,38.23580933,38.23606873,38.28020859,37.78287506,38.39489365,38.35599518,38.26495361,38.30681229,38.35866547,-243,14,8,22.49515152,17.68917465,13.71360683,15.63607216,23.63002396,25.87999916,18.99997902,14.19494438,24.09984016,25.64325142,59.95203837
"110",614.1571784,4712.070712,2002,102.8489149,205.6978299,38.2694397,38.23670197,38.23646164,38.27842712,37.77139664,38.39439392,38.35436249,38.26512909,38.30313492,38.35252762,-170,18,5,22.87999725,17.49710083,13.73636627,15.49997616,23.74622726,25.64051437,19.24162102,14.16531754,23.9999752,25.63003159,308.5467448
"111",639.4660862,4743.959797,2002,0,0,38.27465057,38.23921967,38.23787308,38.2795639,37.76314926,38.39676666,38.34838104,38.26746368,38.30693817,38.35398865,-38,5,1,22.18873978,16.81486702,13.37383461,14.78023815,22.67463112,24.02055359,17.73639679,14.11870193,22.2491951,24.04119873,0
"112",639.0526272,4736.485987,2002,0,0,38.27410889,38.23860931,38.23760223,38.28049469,37.7687149,38.39696503,38.34922028,38.26732254,38.30881119,38.35712051,-63,6,7,22.56581306,16.93488693,13.64078903,14.52961826,23.18443298,23.98332214,18.22680664,14.14530563,22.56905937,24.20196915,0
"113",611.3128355,4757.442855,2002,0,0,38.2693634,38.23908234,38.236763,38.26930237,37.72013855,38.38949585,38.34539795,38.26413727,38.29380798,38.32327652,-102,12,2,23.13001251,17.38174248,13.4890976,15.26215839,23.74523926,25.99433708,18.50148392,13.94875336,23.50810814,25.2448616,0
"114",855.8881255,4536.399845,2002,0,0,38.28768921,38.23560333,38.23664093,38.30190277,38.05857086,38.41078949,38.39793396,38.27586365,38.40248871,38.49027252,-625,19,13,24.12952614,18.13534737,14.3644886,15.39020252,24.87998199,26.39257431,19.11632347,14.78065109,23.97985077,26.00000381,0
"115",597.6546426,4752.992151,2002,0,0,38.26792145,38.23950195,38.23700714,38.26618195,37.70786285,38.38794708,38.34729004,38.26350784,38.29344177,38.3132515,-117,12,1,23.51147461,17.27944565,13.43066692,15.64190006,23.7652874,26.13481712,18.62999916,13.90477562,23.98677254,25.38473892,0
"116",588.7708887,4743.730564,2002,0,0,38.26794052,38.24004364,38.23768616,38.26552582,37.70780182,38.38860703,38.35142136,38.26381683,38.29397583,38.31076813,-98,5,1,23.36749268,17.49884796,12.70932198,15.83293629,24.00458336,26.17292976,18.68444824,13.69582748,24.22465515,25.4610672,0
"117",563.5097833,4756.889309,2002,19.77507826,19.77507826,38.26599121,38.24297333,38.239151,38.25144959,37.65643692,38.38387299,38.35017776,38.26313782,38.29287338,38.27732468,-285,7,80,23.91155434,17.50478363,13.62996101,15.20423126,23.63478088,26.17036247,18.87978363,13.97971344,23.10393715,25.39822388,39.55015652
"118",559.4637426,4762.572288,2002,0,0,38.26515198,38.24337006,38.23918915,38.24676514,37.64406586,38.38223267,38.34814453,38.26275635,38.29240036,38.27024078,-116,9,24,23.57916832,16.9288826,13.54397964,14.3555727,23.61852646,25.66371536,18.74375343,13.91950417,22.1765461,24.6980629,0
"119",561.0872212,4752.313934,2002,65.17948802,0,38.26663971,38.2436142,38.23981476,38.25035858,37.65608215,38.38471222,38.35274124,38.26363373,38.29340363,38.2760582,-383,13,4,23.63941765,17.21261024,13.6399374,15.62348461,23.83812523,26.25432968,18.49334145,14.03692055,23.24050331,25.25001144,65.17948802
"120",572.3786292,4820.618151,2002,144.4444444,955.5555556,38.25605774,38.2361145,38.2302475,38.24048615,37.62019348,38.36842346,38.32153702,38.25398254,38.2831192,38.26041412,-257,11,16,22.88088226,17.23932266,12.75042343,15.13002014,23.37999916,26.13000488,18.12999916,13.58905792,23.8800621,25.35159683,1100
